id,Reviews,AspectTerms,OpinionTerms,Categories,Polarities
2790,我用了几天了，感觉很不错，以后就用这个了,_,是正品,真伪,正面
2791,很喜欢，第二次购买了，很好用,_,非常好,整体,正面
2792,像正品的，挺好,_,容易打开,使用体验,正面
2793,宝贝有淡斑效果  美白尚不明显,_,不错,整体,正面
2794,好好好。脸上洗的好干净，,价格,合理,价格,正面
2795,感觉清洗的效果不是很好，得用好多才能洗掉,_,很薄,使用体验,正面
2796,感觉还行  第二次购买,_,服帖,使用体验,正面
2797,**商城买东西真是太方便了！送货又快！挺好用的！挺合适的！,_,不黏糊糊,使用体验,正面
2798,这个面膜是我用的最好用的一个，以前买的都太多了，这个跟我脸刚刚好，超喜欢,_,还可以,整体,正面
2799,还可以吧，不知道隔离效果怎么样,_,不错,整体,正面
2800,宝贝收到了，挺好的，物流也特别快,_,还不错,整体,正面
2801,第二次购买  物美价廉  效果不错挺好的  配送很快,赠品,很多,价格,正面
2802,夫人感觉面膜挺好满意。一系列的服务都满意,_,一般般,整体,中性
2803,物流很快，绝对正品，到家用了一下，很不错,_,超级好用,整体,正面
2804,适合肤质：很好用的一款,_,很干净,功效,正面
2805,不愧是名牌，就是好，保湿效果非常好，用了后脸滋润很多，很光滑，好评,_,不紧绷,使用体验,正面
2806,还好吧，慢慢用，挺不错的好用,_,挺好的,整体,正面
2807,性价比很高，很好用，每年都要买好多给婆婆给妈妈，双十一价格超级优惠，很满意,_,满意,整体,正面
2808,刚到手，看着还不错，用了再来评价吧。,_,很好用,整体,正面
2809,还没用完不过很不错！还送了面膜盒！,_,非常舒服,使用体验,正面
2810,是正品一直用的这款隔离  对于我这种黄皮效果很好,颜色,粉粉的,其他,正面
2811,面膜特别薄很服帖精华很多用完很保湿很不错。,_,很好,整体,正面
2812,"新包装的和玻璃瓶的都差不多感觉、一直用***的隔离霜,平价好用",_,不油腻,使用体验,正面
2813,已经买好几次了，还不错，很喜欢，一直在**买护肤品，很方便！！！,_,清爽,使用体验,正面
2814,商品收到了 很好 建议大家赶紧购买 赶紧购买 买吧买吧买吧,_,便宜多了,价格,正面
2815,**购物值得信赖，质量好，送货快,物流,够快,物流,正面
2816,只能说，习惯好评,_,还可以,整体,正面
2817,比较划算，囤了一大堆，慢慢用吧。,遮盖力,一般,功效,中性
2818,第三次购买了，挺好用，味道也不错！,_,很滋润,使用体验,正面
2819,补水效果非常好！精华液也特别多！好评,_,很好用,整体,正面
2820,还是挺好用的,_,好用,整体,正面
2821,已经收到，不错,_,很好,整体,正面
2822,多次购买了，满意,_,很不错,整体,正面
2823,味道可以，还没用，，，,_,很满意,整体,正面
2824,给妈妈买的，湿润，好用，妈妈很喜欢,价格,便宜实惠,价格,正面
2825,给老婆买的，她一直都用这个牌子，挺好用的，超赞,保湿效果,不错,功效,正面
2826,肤色自然，提亮肤色，很细腻,_,非常好用,整体,正面
2827,服帖是真的  还有就是不是很白 不会显得跟肤色差异很大,_,再便宜点,价格,负面
2828,朋友帮忙签收的，还有没用，到时候用了看是不是正品，在追评,_,还不错,整体,正面
2829,收到了，遮瑕效果好，价格实惠，物有所值，开心，棒棒哒，会再次光临,_,不怎么好用,整体,负面
2830,喜欢，很舒服,_,还可以,整体,正面
2831,快递迅速!服务态度好!使用效果非常棒，会一直支持的,_,很不错,整体,正面
2832,上妆效果：还可以，今天到货就立马擦起来了，可是有点黑。下次买102色号,_,贴装,使用体验,正面
2833,这款洗面乳很好用，我一直用这款洁面乳，真的好用,_,好,整体,正面
2834,一直都在用这个牌子的护肤品化妆品，非常好用的产品,_,还可以,整体,正面
2835,很好用的宝贝儿，值得拥有,_,挺好用的,整体,正面
2836,之前买过，很好用,_,挺保湿的,功效,正面
2837,挺好的，是正品,_,好用,整体,正面
2838,吸收情况：可以,_,不干涩,使用体验,正面
2839,价格便宜，也好使，在他家买过好几次东西了,物流,真快,物流,正面
2840,经过使用，感觉挺好,_,好,整体,正面
2841,一直用的这款面膜补水挺好的，用完皮肤又白又亮,价位,很给力,价格,正面
2842,超神速，当天付款，当天就到了,_,不错,整体,正面
2843,优惠，好评,速度,快,物流,正面
2844,还没用，期待好效果，之前那个用完了，上午下单，下午就到了，就这速度也必须给个好评,_,特别好,整体,正面
2845,用了两片了，敷完滑滑的，待继续用看效果吧，99元买一送一同款,价格,实惠,价格,正面
2846,媳妇买到，比实体店便宜一点，她一直用这个面膜。,快递,真的不错,物流,正面
2847,送的手册超级喜欢，面膜也很服帖，**物流也特别给力，满意满意,_,很不错的,整体,正面
2848,有点春过敏，朋友推荐这款，敷了一片非常舒服,速度,很快,物流,正面
2849,用了一下，还不错,_,正品,真伪,正面
2850,买了一瓶用了几次被儿子弄到地上碎了，又买了一个，感觉还可以,_,很便宜,价格,正面
2851,物流挺快的，昨晚下的单今早就收到货了，还送了一盒赠品。一直使用***人鱼面膜挺好的。,_,不错,整体,正面
2852,货到破了一瓶，找客服马上补发了一瓶，????,_,还保湿,功效,正面
2853,还可以，主要是性价比比较高，被~种草的,_,很喜欢,整体,正面
2854,非常好用的卸妆水，下次还会再来,_,挺不错,其他,正面
2855,我一直用了两三年，很好用，细腻，遮红血丝，联系大家多多购买,_,好用,整体,正面
2856,正品比实体店划算,_,很补水,使用体验,正面
2857,很好，以后还会购买,物流,棒棒哒,物流,正面
2858,拿回来当晚就试了下，好用，效果好，早晚一片，给脸补补水，**物流又快，值得信赖。,物流,棒棒哒,物流,正面
2859,非常棒，量比大,_,是正品,真伪,正面
2860,容易抹开，很滋润，已多次购买！很喜欢这款隔离霜！,服务,棒棒哒,服务,正面
2861,很不错的一款洗面奶买一赠一，给妹妹一个用着还可以护肤品一直用这个牌子的还不错??,_,挺好用的,整体,正面
2862,产品很好，快递很快，第二天就到了，速度惊人，,_,轻薄,使用体验,正面
2863,不错！?好用了过几天在评价,_,很提亮肤色,功效,正面
2864,很好，抱着试试心态，用了效果很好，而且自然，下次还会来,_,超级好用,整体,正面
2865,用着挺好的，还推荐给了朋友。,_,好,整体,正面
2866,挺舒服的，清洁能力强，按压式用起来方便，还会再买,包装,_,包装,中性
2867,用了，很不错，活动的时候买的很划算,_,挺好的,整体,正面
2868,是正品，包装的很好，很划算，等用完了再来，很满意的一次购物,活动,_,价格,正面
2869,不错，细腻自然,_,还不错,整体,正面
2870,有点小～但是很好用  送的东西也很nice,_,非常满意,整体,正面
2871,这款洁面乳很好用 洗好以后脸也不会紧绷 很舒服 而且买一送一很值,控油效果,一般,功效,中性
2872,水不错，很清爽,持久情况,没问题,功效,正面
2873,挺好用的，物美价廉,快递,_,物流,正面
2874,一直在用这款，效果不错的～,_,可以的,整体,正面
2875,活动，75折，不错。。。。。。。。。。。。,_,是正品,真伪,正面
2876,宝贝挺好用的，非常满意，下次再来,_,挺好用的,整体,正面
2877,价格很好的时候入手的，一下子囤了3份，很棒了，留着慢慢用吧！,_,不错,整体,正面
2878,用了好几年了，挺好的。,_,很方便,整体,正面
2879,试用了一下味道很好闻、皮肤显得光滑细腻。,性价比,高,价格,正面
2880,挺好用的，不遮眼睛,_,还不错,整体,正面
2881,隔离防晒一直都是用的这个牌子，个不错的，推荐大家使用哦！,_,很好,整体,正面
2882,第一次在**上买东西，超快哦，面膜也不错，5星好评，用完还要买,速度,快,物流,正面
2883,我去，这物流也太给力了吧，今下午买的，晚上就到了，一直用这牌子，真的值得信奈,美白效果,_,功效,正面
2884,收到了哦！我很喜欢这个淡淡的香味，而且白的自然，超喜欢！用着好还会再买的！,_,好用,整体,正面
2885,买了好多次了，卸妆效果很好，不油不粘，比较清爽型的。是我喜欢的款式。,_,喜欢,整体,正面
2886,快递速度快，包装好，挺好。,水分,多,成分,正面
2887,这气垫也太假了吧，才用两天感觉就没了,_,好吸收,使用体验,正面
2888,好用，一直用的***这个牌子，值的信赖，你们也可以下手实用哦哦,_,不错,整体,正面
2889,不错哦。速度很快，~。以后就买****的了。,_,不错,整体,正面
2890,使用过两次感觉效果还不错，喜欢。,小礼品,很多,价格,正面
2891,是正品，还送了指甲油。,_,挺服帖,使用体验,正面
2892,起泡量属于少的那一种  咱也不知道洗干净没有 味道咱也不喜欢,_,挺遮瑕,功效,正面
2893,做活动买的，很好用，还会回购,_,提亮肤色,功效,正面
2894,买了2套很划算,_,是正品,真伪,正面
2895,价钱优惠，看着还不错，这次屯了不少，希望是正品,_,保湿,功效,正面
2896,好用。买一个送了2个，就是没有替换的粉扑。这个还要再买些，一个不够用,_,没有浮粉,使用体验,正面
2897,物流挺快的，第二次购买了,_,很好闻,气味,正面
2898,挺好用的，有淡淡的香味,_,很好用,整体,正面
2899,一个大大的快递盒，一阵欣喜，以为送了不少赠品，然而并没有，哈哈，下次就换个小盒子好嘛,_,不紧绷,使用体验,正面
2900,买过很多次了，本人油皮，黄一白，101色号还不是很白，和肤色差不多，下次换个更白的，用DW有点干，所以和这个混着用,_,好评,整体,正面
2901,一直用***化妆品，面膜用过赠品，挺好，所以买来试试，太多了，不一一展示了,_,不错,整体,正面
2902,非常好，很温和，比***那些好多了,送货,快,物流,正面
2903,是正品，已经是第二次买了，质量很好，值得推荐。,_,好用,整体,正面
2904,很好，味道香香的,包装,太随便了,包装,负面
2905,拆开还没用，看起来挺好的，还送了面膜，好用了下次还会买，**快递很赞,包装盒,没有,包装,负面
2906,第二次购买了，还不错,_,很好,整体,正面
2907,一直用这款，赶上活动优惠屯起来吧?,味道,不错,气味,正面
2908,还可以，一直用这个，，，，，，，，，，，，，，，，，,_,很不错,整体,正面
2909,这个不太好，涂上去都是成块的，还没我在实体店买二十块的好,_,是正品,真伪,正面
2910,好用，味好闻。,保质期,_,新鲜度,中性
2911,快递太差劲了 来了都是破纸盒子,_,很满意,整体,正面
2912,很好用，这款的气味也很好闻，每天简单涂抹一些隔离霜，气色都会好很多,_,不错,整体,正面
2913,现在开始水果都在**上购买了，方便又便宜,性价比,不错,价格,正面
2914,好用，第二次购买,_,妥妥的,整体,正面
